NOK_per_kWh;EUR_per_kWh;EXR;time_start;time_end;area
0.59325;0.05066;11.7105;2025-09-28T06:00:00+02:00;2025-09-28T07:00:00+02:00;NO5
0.58986;0.05037;11.7105;2025-09-28T07:00:00+02:00;2025-09-28T08:00:00+02:00;NO5
0.59934;0.05118;11.7105;2025-09-28T08:00:00+02:00;2025-09-28T09:00:00+02:00;NO5
0.59524;0.05083;11.7105;2025-09-28T09:00:00+02:00;2025-09-28T10:00:00+02:00;NO5
0.6093;0.05203;11.7105;2025-09-28T10:00:00+02:00;2025-09-28T11:00:00+02:00;NO5
0.65918;0.05629;11.7105;2025-09-28T11:00:00+02:00;2025-09-28T12:00:00+02:00;NO5
0.51456;0.04394;11.7105;2025-09-28T12:00:00+02:00;2025-09-28T13:00:00+02:00;NO5
0.47978;0.04097;11.7105;2025-09-28T13:00:00+02:00;2025-09-28T14:00:00+02:00;NO5
0.57581;0.04917;11.7105;2025-09-28T14:00:00+02:00;2025-09-28T15:00:00+02:00;NO5
0.67816;0.05791;11.7105;2025-09-28T15:00:00+02:00;2025-09-28T16:00:00+02:00;NO5
0.66117;0.05646;11.7105;2025-09-28T16:00:00+02:00;2025-09-28T17:00:00+02:00;NO5
0.67265;0.05744;11.7105;2025-09-28T17:00:00+02:00;2025-09-28T18:00:00+02:00;NO5
0.68506;0.0585;11.7105;2025-09-28T18:00:00+02:00;2025-09-28T19:00:00+02:00;NO5
0.66738;0.05699;11.7105;2025-09-28T19:00:00+02:00;2025-09-28T20:00:00+02:00;NO5
0.61703;0.05269;11.7105;2025-09-28T20:00:00+02:00;2025-09-28T21:00:00+02:00;NO5
0.60485;0.05165;11.7105;2025-09-28T21:00:00+02:00;2025-09-28T22:00:00+02:00;NO5
0.62206;0.05312;11.7105;2025-09-28T22:00:00+02:00;2025-09-28T23:00:00+02:00;NO5
0.61515;0.05253;11.7105;2025-09-28T23:00:00+02:00;2025-09-29T00:00:00+02:00;NO5
